algo,graph_num_nodes,graph_num_edges,num_queue_pushes,num_settled,num_labels_propagated,num_labels_reset,num_nodes_searched,time_ms,path_distance,path_number_nodes,path_number_flagged_nodes,path_number_pauses
core_ch_chpot,81505729,189837356,610977,619306,690515,64,472605,6.604524,30009277,1017,3,2
core_ch,81505729,189837356,2955405,2963443,3268616,10,2026663,327.610615,NaN,NaN,NaN,NaN
core_ch_chpot,81505729,189837356,2955405,2963443,3268616,10,2026663,399.85075,NaN,NaN,NaN,NaN
core_ch,81505729,189837356,16683,13322,17218,20,12980,397.72164,29229655,2006,4,1
core_ch_chpot,81505729,189837356,16683,13322,17218,20,12980,21.478191,29229655,2006,4,1
core_ch,81505729,189837356,18086,15782,19199,52,11242,438.623061,41535532,2711,4,2
core_ch_chpot,81505729,189837356,18086,15782,19199,52,11242,22.981009,41535532,2711,4,2
core_ch,81505729,189837356,251849631,326295914,350698186,42007,63218760,410.14381199999997,NaN,NaN,NaN,NaN
core_ch_chpot,81505729,189837356,251849631,326295914,350698186,42007,63218760,55.31094,NaN,NaN,NaN,NaN
core_ch,81505729,189837356,5191,4290,5394,25,3425,422.882005,22380600,1904,5,1
core_ch_chpot,81505729,189837356,5191,4290,5394,25,3425,7.148745,22380600,1904,5,1
core_ch,81505729,189837356,17456875,18427438,19319118,529,6074238,326.380364,NaN,NaN,NaN,NaN
core_ch_chpot,81505729,189837356,17456875,18427438,19319118,529,6074238,403.543112,NaN,NaN,NaN,NaN
core_ch,81505729,189837356,3506590,3557135,3922027,10,2039938,389.893774,NaN,NaN,NaN,NaN
core_ch_chpot,81505729,189837356,3506590,3557135,3922027,10,2039938,471.120244,NaN,NaN,NaN,NaN
core_ch,81505729,189837356,19109924,20008003,20968989,637,6074238,389.834974,NaN,NaN,NaN,NaN
core_ch_chpot,81505729,189837356,19109924,20008003,20968989,637,6074238,478.98915800000003,NaN,NaN,NaN,NaN
core_ch,81505729,189837356,239477955,312181668,335256715,32189,63218760,358.315744,NaN,NaN,NaN,NaN
core_ch_chpot,81505729,189837356,239477955,312181668,335256715,32189,63218760,395.40836,NaN,NaN,NaN,NaN
core_ch,81505729,189837356,44932825,61472524,66703289,13125,9362353,580.92795,96713426,5880,14,5
core_ch_chpot,81505729,189837356,44932825,61472524,66703289,13125,9362353,182.65166299999999,96713426,5880,14,5
core_ch,81505729,189837356,3050,2514,3209,2,2035,568.523432,30432418,1941,2,1
core_ch_chpot,81505729,189837356,3050,2514,3209,2,2035,8.521063,30432418,1941,2,1
core_ch,81505729,189837356,1050,577,1060,0,577,1.500511,8268441,574,0,0
core_ch_chpot,81505729,189837356,1050,577,1060,0,577,2.134885,8268441,574,0,0
core_ch,81505729,189837356,22834,18799,23746,28,18758,402.655297,30503926,2424,1,1
core_ch_chpot,81505729,189837356,22834,18799,23746,28,18758,11.67386,30503926,2424,1,1
core_ch,81505729,189837356,30714353,39685784,43265593,5608,8651471,485.406722,70224412,3258,14,4
core_ch_chpot,81505729,189837356,30714353,39685784,43265593,5608,8651471,141.557108,70224412,3258,14,4
core_ch,81505729,189837356,839192,843553,971532,482,612010,626.110709,73506058,4814,8,4
core_ch_chpot,81505729,189837356,839192,843553,971532,482,612010,28.252968,73506058,4814,8,4
core_ch,81505729,189837356,353334,334933,383774,271,313615,534.7432650000001,73849273,4005,7,4
core_ch_chpot,81505729,189837356,353334,334933,383774,271,313615,61.135782999999996,73849273,4005,7,4
core_ch,81505729,189837356,3205153,3300344,3701436,44,2119792,404.485223,NaN,NaN,NaN,NaN
core_ch_chpot,81505729,189837356,3205153,3300344,3701436,44,2119792,39.973642,NaN,NaN,NaN,NaN
core_ch,81505729,189837356,4349,3786,4432,16,2929,472.772472,23790373,1755,1,1
core_ch_chpot,81505729,189837356,4349,3786,4432,16,2929,8.811084000000001,23790373,1755,1,1
core_ch,81505729,189837356,1132479,1284173,1441231,10,894402,365.938623,NaN,NaN,NaN,NaN
core_ch_chpot,81505729,189837356,1132479,1284173,1441231,10,894402,458.32835300000005,NaN,NaN,NaN,NaN
core_ch,81505729,189837356,14233,11100,14841,2,11023,375.01301,31990542,1732,2,1
core_ch_chpot,81505729,189837356,14233,11100,14841,2,11023,8.066703,31990542,1732,2,1
core_ch,81505729,189837356,8182879,11789999,13123137,2256,1975780,392.935335,59594285,2709,7,3
